Intensity,DTW,Pearson,MI
0.001,0.291890675212264,0.9999669410358236,3.706984640716918
0.002,0.5636891853540371,0.9998674438698176,3.37289524584019
0.003,0.8160929650218328,0.9997025248291982,3.1205667801504844
0.004,1.044046988783955,0.999470251800464,2.9118420456577265
0.005,1.2473493226380885,0.9991719183117128,2.7402016169526133
0.006,1.4170744075138686,0.9988107929323364,2.592450191840436
0.007,1.54826473835563,0.9983785019717129,2.467475591834184
0.008,1.6548518280424331,0.997890277839138,2.358510505130541
0.009,1.7561737964580368,0.997332709073932,2.266070393068011
0.01,1.854144924204319,0.9967057098398916,2.1821237109459752
0.011,1.9763057799348795,0.996022099730138,2.107677981315807
0.012,2.111585573298812,0.9952547737177736,2.0388950084433213
0.013,2.2593565350161477,0.9944432941502936,1.973499983100335
0.014,2.418517473393804,0.9935803331225286,1.9135948801476552
0.015,2.571926345643792,0.9926329996815464,1.8615183003960745
0.016,2.735132906295488,0.9916403245782104,1.810198787051416
0.017,2.885453860983909,0.990555678677472,1.7639221690331623
0.018,3.038499199435196,0.9894307736241842,1.7201613740663593
0.019,3.201638200219855,0.9882710848857068,1.677840120927193
0.02,3.3507123974392563,0.9869912137655944,1.639052195096819
0.021,3.504386220435564,0.9856971337001916,1.6030846281632334
0.022,3.662498733319579,0.984301351193395,1.567638144419942
0.023,3.824647127057176,0.9829306102362656,1.5339679557971049
0.024,3.988983214418528,0.9813972766338852,1.5019161583736296
0.025,4.138209694566551,0.9799121181803132,1.4705165149602422
0.026,4.315624170303924,0.978286585859408,1.444227838967197
0.027,4.470104526972661,0.9767142750609076,1.4115367880055478
0.028,4.625386168221818,0.975041143868338,1.3882498866345458
0.029,4.77627107777562,0.9732843509811454,1.3602482814623316
0.03,4.952073101605713,0.971522069185715,1.3379476093715117
0.031,5.115168206556955,0.969578358169257,1.310521352802702
0.032,5.262359898360535,0.9677198439732938,1.2883107112812258
0.033,5.434197322002971,0.965742521229402,1.2673933218712252
0.034,5.582862661699053,0.9637278581542764,1.2450668828105698
0.035,5.747825737852407,0.9616060925161004,1.2255145764810704
0.036,5.90975579873008,0.959543454961832,1.20412803254996
0.037,6.066886814353763,0.9574681941125002,1.1831907705429845
0.038,6.234065342328755,0.9552977224260852,1.167101812835836
0.039,6.393304295487504,0.9530939972670052,1.148992311419333
0.04,6.563118096746558,0.950799324182546,1.131253080697663
0.041,6.708559418359275,0.9485348911574852,1.1106804261354095
0.042,6.888736152029159,0.94624179639702,1.094675272337902
0.043,7.043081308279332,0.9437336894023391,1.0784595552121683
0.044,7.207032462226585,0.9414008886778636,1.062369316254205
0.045,7.381618120046338,0.9389819451936208,1.0471187643210382
0.046,7.542832909233391,0.9362316262744748,1.0339374479525296
0.047,7.702305812453781,0.9342203637681836,1.0185941841510249
0.048,7.849413353730188,0.9312552477557982,1.0008609016449863
0.049,7.996416433399605,0.9288514943321754,0.989442724540625
0.05,8.188772316160014,0.9262716868153348,0.9756536055360224
0.051,8.336850627071357,0.9234677345295116,0.9613826970572242
0.052,8.49870323024755,0.9206887269729636,0.9468871415713284
0.053,8.645334866300612,0.9181575130484296,0.937620070692636
0.054,8.80328550400712,0.9151808149467724,0.9233098920666593
0.055,9.000535308980155,0.9128050017791406,0.913856273969621
0.056,9.148301026281509,0.909919818733112,0.8974570357823849
0.057,9.322585581126017,0.9070979627314634,0.8872562731061193
0.058,9.44425887113241,0.9043676653714676,0.8770055544984059
0.059,9.629979657161716,0.9016259428084836,0.8671446673144483
0.06,9.766700413690586,0.8985788851874938,0.855065381855596
0.061,9.951572039340094,0.8960169647713171,0.8418882298822102
0.062,10.117323785203352,0.8925582600134313,0.8340286937105832
0.063,10.26107476806624,0.8900118565597804,0.8232686843549331
0.064,10.419490919340404,0.8869352070109081,0.8136792864287559
0.065,10.583570595282712,0.8837165132197974,0.8014658901305534
0.066,10.76935393541836,0.8808850300975338,0.7911249224645177
0.067,10.908750181075382,0.878235991156151,0.7843366413899967
0.068,11.106600330870588,0.8749830827407126,0.7736003882163722
0.069,11.253127272297748,0.871663947009237,0.7650582885249212
0.07,11.403511984516433,0.868596750357293,0.7556093464219216
0.071,11.536629818989384,0.8658963976497387,0.7443736342944587
0.072,11.710295876594357,0.8627860147715252,0.738143128238556
0.073,11.872442444879216,0.8598874887448499,0.7299589156468062
0.074,12.056986686856032,0.8558756795529996,0.7206855479346385
0.075,12.209332989865748,0.8531396812150943,0.7114457221897871
0.076,12.34614772356513,0.8500180794695659,0.702594099912038
0.077,12.517226658615138,0.8477011310490807,0.6947080065049873
0.078,12.677685343295718,0.8443128527758498,0.6876542144760023
0.079,12.8385395086932,0.8400820893059385,0.6789215247552951
0.08,13.005003865627742,0.8375679374322921,0.6708901929350551
0.081,13.180404039538926,0.834441894796405,0.6658805479752036
0.082,13.343372325792338,0.8311582150654763,0.6572799919180675
0.083,13.470031135864197,0.8280837537632556,0.6513947952853492
0.084,13.63790178749508,0.8247772557593253,0.6431334574454033
0.085,13.815494022408616,0.82199655456856,0.6360854230755463
0.086,13.942611606858,0.8196640724039973,0.6286066518119978
0.087,14.133477247194488,0.8161739485966728,0.6198453208943795
0.088,14.256759666116162,0.8122308026556532,0.6150591703592957
0.089,14.429925784528178,0.8087733235549457,0.6072254037300141
0.09,14.55238036800761,0.8064725875453383,0.6017441342047797
0.091,14.728130751391577,0.803009283417239,0.5958932366606668
0.092,14.88371469165062,0.8000421210966278,0.5880332084956488
0.093,15.087056983174731,0.7966202209983321,0.5853074066867189
0.094,15.223645251868945,0.7942390520535831,0.576987142072841
0.095,15.379012409661376,0.7909212214179815,0.569792291883285
0.096,15.569280838054407,0.7885209679186773,0.5621342504840113
0.097,15.686553465386874,0.7850856979735209,0.5565956925079127
0.098,15.86635949773684,0.7815922400417571,0.5520222644575827
0.099,16.01223113387083,0.7781314269961462,0.5483274954315955
0.1,16.17946860858601,0.7741738888651348,0.5401856085908943
0.101,16.33110245822098,0.772009721994843,0.5363973139765007
0.102,16.495983858923108,0.7685951610642637,0.5290478651730002
0.103,16.680034766319757,0.7654196764371026,0.522946275287065
0.104,16.809576197400805,0.7627993131278158,0.5199226745739548
0.105,16.933288427183157,0.7605271767998253,0.5162630348152318
0.106,17.146694533802865,0.7566102143368826,0.5093335946671053
0.107,17.294832404583453,0.7537227140796707,0.5039223333959945
0.108,17.46204932634085,0.7493197457055324,0.49678399336136
0.109,17.662643854026552,0.7488661981415909,0.4937025822886671
0.11,17.78050225786794,0.7447438183534735,0.4903203849241697
0.111,17.91337467163247,0.7416416972595187,0.4851009110816037
0.112,18.1213061196268,0.7384228628002166,0.480614608713661
0.113,18.285047644827756,0.7347621781443614,0.4738926742738883
0.114,18.429261417623085,0.7329646328089249,0.4729298940081693
0.115,18.548085456830517,0.7301475230173228,0.4678334378101134
0.116,18.75382859776117,0.7250419482075524,0.4628831704998604
0.117,18.87875420016914,0.7228741884672037,0.4588713535484503
0.118,19.052831309982096,0.7199729515115683,0.4546714749200621
0.119,19.207095431584197,0.7179797865905655,0.4511693267247553
0.12,19.349942723840343,0.7139434923527875,0.446573622639749
0.121,19.54144837318444,0.7110183296889747,0.4432516900720161
0.122,19.67254849853001,0.7091510986639482,0.4370525740512417
0.123,19.843416750430197,0.70515381339951,0.4352750340373987
0.124,20.00825697513728,0.703139354434026,0.4336696034103277
0.125,20.124822855608024,0.6996697452896373,0.4284093511521601
0.126,20.27783731570034,0.696369869706926,0.4237822954240442
0.127,20.44126557702099,0.6949377929507564,0.4199568544962759
0.128,20.6064704946417,0.6922337937721428,0.4151036039828452
0.129,20.800676955680323,0.689055391341273,0.4120263235251308
0.13,20.95279289280069,0.6863151008886157,0.4111489815256751
0.131,21.13880467765806,0.6825365936193735,0.4077291503555634
0.132,21.26687757789813,0.6809105462259161,0.4025153410667133
0.133,21.37636162568841,0.6787108784833721,0.4004730253282351
0.134,21.573311627371783,0.6744575500719795,0.3980280450513964
0.135,21.717870865483054,0.6730134941595247,0.3952714116347897
0.136,21.874678816261635,0.6711715515465785,0.3900696980478008
0.137,22.09167455960223,0.66438872027793,0.3880534151910789
0.138,22.224982828967565,0.6640819364497015,0.3871071663761547
0.139,22.306854857183875,0.6622837086979881,0.3806648881646751
0.14,22.50828535531794,0.659454500266233,0.3814198363740998
0.141,22.67646265774852,0.6563716943042207,0.3761534627385293
0.142,22.875963303375126,0.6546169323541653,0.3711695328171376
0.143,22.977159637482877,0.6513978012953077,0.3695783582558846
0.144,23.125832799913297,0.6492333387465071,0.3683145897254594
0.145,23.288372252800656,0.6465122158560667,0.3659533647561632
0.146,23.508422004930964,0.6425348196457643,0.3621880989597679
0.147,23.651342533318733,0.6400286542471642,0.3594219142092115
0.148,23.777624801862743,0.6370205270903654,0.3562089829088966
0.149,23.933973945509504,0.6361860514510081,0.355426774343171
0.15,24.07491004837591,0.6337072997525389,0.3555407287071475
0.151,24.24053230742884,0.6298870171623601,0.3508756159433085
0.152,24.429495411865,0.6273423287285064,0.3473816644704557
0.153,24.578275849355556,0.6235842182099652,0.3477559693943202
0.154,24.714931832954733,0.6213999406108179,0.3420520001698746
0.155,24.82994823819648,0.6191294074315649,0.3408769467629873
0.156,25.02632145330048,0.6173659986752424,0.3407712840045966
0.157,25.215034652608036,0.6153868235686657,0.3358459110362695
0.158,25.362892375984934,0.6128242136375767,0.3334403795813016
0.159,25.53646816679668,0.6077786966819834,0.331462473008289
0.16,25.612198707824746,0.607266807164442,0.3294021891522215
0.161,25.89610593986033,0.6032188125824874,0.3293512140661166
0.162,25.99909627868101,0.6054468340499979,0.3254340424186658
0.163,26.1254628357058,0.5994596209783017,0.3224775805245623
0.164,26.31903159049137,0.5986884020834278,0.3179937651663963
0.165,26.460037631296224,0.59372745681181,0.3212319207687031
0.166,26.596978650480544,0.593239090333162,0.3164967022471696
0.167,26.76027235875956,0.5916198257625269,0.3174993395930293
0.168,26.880331373318977,0.5899940020774805,0.3121812911166033
0.169,27.03377233664808,0.5871972032627653,0.310066194384908
0.17,27.203885022351745,0.5849800747870256,0.3074421476376226
0.171,27.33024365786523,0.583085995030273,0.3045693665401149
0.172,27.576436870447782,0.5811286144253115,0.3055476437153382
0.173,27.674347259123174,0.578579824467832,0.303728908851069
0.174,27.82464269477424,0.5773701973018139,0.3017607015089861
0.175,27.989430628817534,0.5728818192954617,0.2991987623374699
0.176,28.24175920080534,0.571256997763034,0.2984619736291005
0.177,28.377684452074405,0.5688191378645523,0.295159818060915
0.178,28.48972020334508,0.5666718150994363,0.2939401814138458
0.179,28.65434042539417,0.5643797870630721,0.2930734504717818
0.18,28.822408561526306,0.5643586410162555,0.2891507386163448
0.181,28.92499325418968,0.5600414857641588,0.288069254655035
0.182,29.073681331542268,0.557773847328202,0.2861191032483055
0.183,29.29075791980709,0.5552289491201088,0.2862592899719103
0.184,29.49077909886135,0.552595609543781,0.2830260058568157
0.185,29.5515737741367,0.5529797674444898,0.2815821004756914
0.186,29.70491024860117,0.5512170088896834,0.280319249581776
0.187,29.888340808711867,0.5488096399961857,0.2757882110592384
0.188,30.01306071111694,0.5451039135588142,0.277895874217602
0.189,30.211174588214647,0.5451390104927379,0.2776832582465334
0.19,30.34672927440788,0.5438655800482034,0.2722121814041661
0.191,30.56276633146489,0.5402820980111139,0.2732735810443291
0.192,30.656740099920484,0.5389133901551816,0.2720424322997515
0.193,30.8733289995171,0.5364684458260868,0.2685166590195109
0.194,31.01709416138416,0.5356047233137158,0.2690287924358338
0.195,31.09563437362985,0.5321820409150702,0.2683337178470696
0.196,31.27025482693564,0.5294745545452688,0.2619845813141789
0.197,31.44579725238003,0.5306194006010031,0.2632282389422968
0.198,31.58003045844972,0.5268398392592187,0.2631875981364763
0.199,31.77101479977421,0.5238646787074986,0.262878380435983
0.2,31.927033661986385,0.5228746780656549,0.2596673356039405
0.201,32.14390289630015,0.5207347245379251,0.2573423054661682
0.202,32.26156854407111,0.517892948751283,0.2558761602720609
0.203,32.435357954453245,0.5168088224603242,0.2524682617522958
0.204,32.531946674949765,0.5147363472313288,0.2549548904336305
0.205,32.78496777785362,0.5128342160261143,0.2543009183983477
0.206,32.778277141286004,0.5119911736561596,0.2513700419674056
0.207,33.0380607812691,0.5109624352305616,0.2518060645256288
0.208,33.18538609063865,0.506195561337564,0.2475380815967972
0.209,33.37312976000355,0.5064772113242166,0.2462672708036241
0.21,33.44342195738339,0.504750318114372,0.2458192171904314
0.211,33.62440243510385,0.5025476723891603,0.2443785290978751
0.212,33.81388583887367,0.5016098138580086,0.2442087382031825
0.213,33.94389549943047,0.4969968892797099,0.242773760010626
0.214,34.116599374243215,0.4958618806877315,0.2431279325959414
0.215,34.255862386552245,0.4947719136122674,0.238991158342471
0.216,34.44924764020502,0.4921661747996283,0.2384651419969097
0.217,34.580263939850546,0.4936176212806501,0.2358800164028582
0.218,34.70376717184154,0.4897581506305172,0.2365788893647161
0.219,34.960948135213755,0.4869342067797774,0.2375610112451645
0.22,35.051153362630565,0.4864661040886741,0.2339951238538736
0.221,35.216635095881955,0.4850569039563123,0.2311130393703047
0.222,35.42577983459154,0.4829391289709094,0.230288596654534
0.223,35.50430763612207,0.4806385223654477,0.2301410336522862
0.224,35.6558138986288,0.4786247103170134,0.2304947798551845
0.225,35.78904722695423,0.4789514348708963,0.2296617812667899
0.226,35.945089290168895,0.4766257847825735,0.2292622287902774
0.227,36.11132352587386,0.4740315612428145,0.2267389629096619
0.228,36.28382621614063,0.4740256781832974,0.225742537504477
0.229,36.43435825595413,0.4731202168739155,0.2234546790729453
0.23,36.61070135686864,0.4701167622432239,0.2213938381380197
0.231,36.750442649806885,0.4695964408459423,0.2239770326026784
0.232,37.01794875976296,0.4662621247862993,0.2202002155490266
0.233,37.09997166198576,0.4655571571071819,0.22062797492626
0.234,37.2707916212976,0.4638945840062765,0.2189514034488244
0.235,37.37713846944165,0.4649686882355932,0.216463813571657
0.236,37.50598073020186,0.4615349508194626,0.2163066356340981
0.237,37.68009733117647,0.4601673569702276,0.2137635372745358
0.238,37.94782102188221,0.4565210155094156,0.2146929982328559
0.239,37.98972903900084,0.4571503028922459,0.2148860712676978
0.24,38.2043307273945,0.4553188916304637,0.2135728626271276
0.241,38.30611508602562,0.4537100786950173,0.212968530036403
0.242,38.46021411555248,0.4487513846943731,0.2099503542356791
0.243,38.588604956974365,0.4478842874902225,0.2082365841004499
0.244,38.766003235215294,0.4495538919976361,0.2087926884258096
0.245,39.0143052394282,0.4480147257160347,0.2060555820251904
0.246,39.13451549196915,0.4460811531624525,0.2092847108420489
0.247,39.35376184095335,0.4461088486622482,0.2057106191648325
0.248,39.39846357512912,0.4426044979234183,0.2058548100401251
0.249,39.56206432496965,0.4408847596182954,0.2035236059506069
0.25,39.71424956487295,0.4412430410916155,0.206233599508451
0.251,39.83530954938225,0.4396802528995092,0.2038406265514678
0.252,39.99698977153758,0.43919400228954,0.2018712801508681
0.253,40.16134408736957,0.4340972077489933,0.2013456741048562
0.254,40.352148115960574,0.436122301947721,0.2001041970642134
0.255,40.437994297133,0.4340145166651739,0.2001067170300602
0.256,40.67449769410185,0.4315787986593872,0.1980579156218867
0.257,40.82426391798906,0.429421477740519,0.196193270643553
0.258,40.91623119196309,0.4287548276976246,0.1968407028813086
0.259,41.09170468388782,0.4269978460000051,0.1942342183788638
0.26,41.27127897489922,0.4272925042690992,0.1950638759203295
0.261,41.51721281715318,0.4243568496510653,0.1951501169274221
0.262,41.52693217773587,0.4238777384212977,0.1944114928339592
0.263,41.73104766709359,0.4222543989619819,0.1949363967892083
0.264,41.854658347047646,0.422269573964236,0.1933071775427731
0.265,41.98303034710316,0.4197522576438245,0.1921047419528897
0.266,42.09127942996567,0.4171799101074708,0.1921965110958278
0.267,42.35887622116924,0.4177937000554886,0.1894618211122382
0.268,42.49215194791436,0.4171709578785207,0.1879555670763114
0.269,42.6503839218129,0.4128819994404097,0.187125984723965
0.27,42.85307227642639,0.4155811073454655,0.1899170311657821
0.271,43.00573066169832,0.4117069960611447,0.1867365185810585
0.272,43.15320713190965,0.4103406714431999,0.1847656811161482
0.273,43.30708218744164,0.4109341920861927,0.1834184251375556
0.274,43.35891494152137,0.4081048919559001,0.181099579049673
0.275,43.60108634840084,0.4079390156212518,0.183033020037184
0.276,43.72979785210129,0.4072721464807932,0.1870471654164799
0.277,43.9680113849304,0.4025729945398256,0.1803013473859729
0.278,44.10268174710984,0.4034825603718639,0.1813424726668523
0.279,44.19020866275542,0.3994092693066972,0.1831475983585021
0.28,44.42980881881594,0.4031925760411091,0.1830196332531789
0.281,44.61453288812206,0.401927826445933,0.1788327279168684
0.282,44.65581942411473,0.3994882212723752,0.180286893060029
0.283,44.81722934852416,0.3991160180941944,0.1790665827330372
0.284,44.95544328514234,0.396518086867771,0.1784086403374962
0.285,45.09736955887874,0.3948148568773776,0.1749171889593543
0.286,45.33715176747266,0.3960381853307207,0.1756914027365925
0.287,45.44540367399355,0.3923926083649487,0.1758223018135374
0.288,45.53500246396393,0.390466753953809,0.1754262205309341
0.289,45.76381270081111,0.3910233599669417,0.1750789033582707
0.29,45.93348918900833,0.3889701563240686,0.1722465271651793
0.291,45.97205601023121,0.388727015192913,0.1758834705960943
0.292,46.27729106734876,0.3889078607927281,0.1712172495107577
0.293,46.40925177637093,0.3862301241323783,0.1718597372616888
0.294,46.58707614626609,0.3836477478080095,0.1720214877838249
0.295,46.75292342280628,0.381211248411566,0.1692507341143593
0.296,46.831669954101066,0.3806384373138887,0.1701309254639821
0.297,46.98623644826849,0.3793032192205076,0.1687582334362891
0.298,47.11832538659485,0.3796506569324749,0.1686193214139907
0.299,47.30905216443058,0.3779908737033143,0.1676915051301665
0.3,47.46838630347423,0.3764036738263556,0.1651531696591567
0.301,47.69081444578474,0.3756932930558063,0.1658694408206576
0.302,47.73179034889379,0.3753753675658308,0.1637849342316076
0.303,47.96191658061981,0.3762479741872567,0.1644868660090934
0.304,47.97397268488028,0.3744411547181423,0.1649718097957074
0.305,48.223738488042805,0.3761769237314327,0.1618247387527865
0.306,48.38395318515091,0.3730138699870083,0.1649730719333568
0.307,48.60204553893742,0.3721013133848204,0.1630822973811813
0.308,48.69470288967332,0.3694784198296436,0.1599504850056124
0.309,48.85431499799686,0.365951493876907,0.1593589979066669
0.31,49.098515991384645,0.3661526312441575,0.1616899687249823
0.311,49.0428868418334,0.3652061086305118,0.1594704996342886
0.312,49.31023767359024,0.3646846923333941,0.1620276528241979
0.313,49.47937643472841,0.3638515304582585,0.1599645997978395
0.314,49.63887728947394,0.3658577121815459,0.1578879966355472
0.315,49.78766312783415,0.3632466664929643,0.1583326389763913
0.316,49.945424346192056,0.3606651277565216,0.1575677762537066
0.317,50.01519518125697,0.3595888432127697,0.1558551162970831
0.318,50.39418091540208,0.3560913409972046,0.15506814652286
0.319,50.42135828473755,0.3554260562879937,0.1538704373111054
0.32,50.59143538696254,0.3555068423485708,0.1560605065732349
0.321,50.79733619269308,0.3565202314062875,0.1559182576122181
0.322,50.976433119661294,0.3575627899332798,0.1527926570858771
0.323,51.01440788056399,0.3544075994833656,0.1537407687841134
0.324,51.130085265948416,0.3549601181819384,0.1541535205583835
0.325,51.37506280469246,0.3529222808949063,0.1510861913635608
0.326,51.62994096160283,0.3512381914070061,0.1535759250377268
0.327,51.62692201261456,0.351332688716309,0.1504455262795933
0.328,51.79808392394267,0.3499408269697529,0.1515623401831336
0.329,52.06406233658394,0.3478317113026526,0.1519546087305299
0.33,52.11522341790645,0.3473001093933031,0.150160270222823
0.331,52.24566607073193,0.3484606799068093,0.1499794063735926
0.332,52.445801165325,0.3481958481237405,0.149305218226025
0.333,52.63019200313072,0.3434061820501344,0.1465916224852042
0.334,52.81657058041935,0.3455456202399035,0.1496080403838415
0.335,52.94111694630357,0.3467763445798153,0.1517441232835493
0.336,53.11768167303281,0.3406054134698645,0.1472292940368501
0.337,53.23049125247014,0.3417652741908787,0.1450414158215946
0.338,53.395643817627054,0.3401175143312754,0.1465053582366796
0.339,53.48153053226569,0.3371203969735402,0.1450953591180684
0.34,53.65204501398956,0.3346688212116787,0.1451722683096184
0.341,53.88546023650356,0.3372474017312732,0.1414685222491079
0.342,53.96703373260448,0.3369129012652559,0.1454693827225134
0.343,54.17641546262663,0.3383080514669901,0.1455950525129034
0.344,54.21483550762785,0.3373247844525538,0.1442937264430065
0.345,54.41053246191831,0.3339842452209459,0.1446967589795448
0.346,54.67890195943598,0.3332903231551081,0.1440451745354129
0.347,54.66524938016479,0.3338431659691755,0.1429417502967715
0.348,54.984512555825205,0.3299093495092064,0.1417512670163512
0.349,54.99927930566847,0.3309433917875471,0.1405968131987368
0.35,55.18275931074517,0.329381886766843,0.1407628113571856
0.351,55.31586638292551,0.3301075546635045,0.1382426795004319
0.352,55.454684463183234,0.3277221695406632,0.1407319383372267
0.353,55.67447404028712,0.3267189041937962,0.1368989892380568
0.354,55.780125031799976,0.3292815224374629,0.1383762550978075
0.355,55.99952224207595,0.3240344760597894,0.1389948103183335
0.356,56.22502601181045,0.3262958355202339,0.1373498564969377
0.357,56.400092835551646,0.3259918249971141,0.1395933259886704
0.358,56.51094854850158,0.3222049742335813,0.1381018999393317
0.359,56.59931308455497,0.3236476321439921,0.1375723230776189
0.36,56.63977692489247,0.3241610528447123,0.1366409022455854
0.361,56.928731258510254,0.3218116058404315,0.1353242090846712
0.362,56.96162823248481,0.3200631404744256,0.133665879691888
0.363,57.17464408988306,0.3192476982763377,0.1367431826297689
0.364,57.46187224870155,0.3184225515715961,0.1360102125811278
0.365,57.429982379931246,0.3194110533320389,0.1344330153453235
0.366,57.735537594694165,0.3180656537905809,0.1333014829966929
0.367,57.83322405698262,0.3180708330085243,0.1343607029419396
0.368,58.01104217002466,0.3204975157060038,0.1346592220507745
0.369,58.18638407620374,0.3144998045134738,0.1333589266575333
0.37,58.21857996496628,0.3155620808727129,0.130498203265947
0.371,58.49156266179765,0.3118949448910235,0.1328600490729606
0.372,58.62381230692083,0.3136972696019254,0.1311102408538375
0.373,58.88732426560251,0.3128088403858919,0.1328012126047515
0.374,58.995936487611424,0.311140925369215,0.1300649888140526
0.375,59.03568378856321,0.3098409169381381,0.1288955678322949
0.376,59.18246444022137,0.3093461063750505,0.1307688022346282
0.377,59.41213643991349,0.3100943503993619,0.1312247270268304
0.378,59.475399421144,0.3071888516738215,0.130353083673421
0.379,59.73788445711174,0.3092400553879751,0.1291531153260522
0.38,59.94803561463898,0.3053423938966683,0.1288995287472773
0.381,60.07858196958168,0.3052440680470035,0.1271967716690105
0.382,60.162080558612246,0.3067946962357289,0.1277122440524226
0.383,60.44070275585479,0.3053737707358478,0.1283188417068305
0.384,60.47208018341332,0.3054020480040302,0.127556527858659
0.385,60.717501401975085,0.3083788283901817,0.1261705238419788
0.386,60.68123840608339,0.304211368271323,0.1258033937407034
0.387,60.91987428653796,0.3041049980996591,0.1253722076910614
0.388,61.06553512333614,0.3011305292185443,0.1239908109490783
0.389,61.22618033225137,0.2985067092531026,0.1238025351312387
0.39,61.365662647477336,0.2986568629071014,0.1252776846303054
0.391,61.61313291716452,0.2971285383398555,0.1242776546249412
0.392,61.6488098517444,0.2990172995296817,0.1243652069090401
0.393,61.9319658997247,0.2966177932096582,0.1229215174280998
0.394,62.043658493407406,0.2960818496655622,0.1249952873095447
0.395,62.267451333849245,0.2920675498606928,0.1235681109320977
0.396,62.26141893937577,0.2950153822610077,0.1226640604472584
0.397,62.45022762962396,0.2963544609439777,0.1225414882415629
0.398,62.65481874285413,0.2945752915264837,0.1218762442943665
0.399,62.78119864318178,0.2912657840102176,0.1216019690404379
0.4,62.98346340703071,0.2906743157934551,0.1217451326604041
